id,l_number,article_number,price_pp_chf,price_sp_chf,hero_image_url,very_short_description_de,short_description_de
819,113017,2.8777461766310,364,1122,images/flpl777_round_prism_RAL9016.jpg,FL R 777 PL 68 S/B 830 WH9016 DALI MP,LED-Pendelleuchte 3000K 68W DALI Mikroprisma d+i
830,113523,2.8435962,28.35,112,images/962_strahler.jpg,"Lebensmittelfilter für Backwaren - 108,5",Lebensmittelfilter für Backwaren
820,113791,2.3118125,78.35,253,images/ImgLum-INSERT-P-ZERO-POST-GR94-StillLife-Render-Main_1200x1200.png,INSERT+ ZERO POST 300 3.5 A/W 827 GR94,LED-Pollerleuchte 2700K 4W statisch asymmetrische breite Streuoptik
821,113024,2.8777491483310,315,972,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 43 S/B 830 WH9016 OP,LED-Pendelleuchte 3000K 44W statisch opalweisser Diffusor d+i
822,113020,2.8777491486310,328,1014,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 43 S/B 830 WH9016 DALI OP,LED-Pendelleuchte 3000K 44W DALI opalweisser Diffusor d+i
823,113027,2.8777491763410,328,1014,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 68 S/B 840 WH9016 OP,LED-Pendelleuchte 4000K 68W statisch opalweisser Diffusor d+i
828,113040,2.3122552,124.43,394,images/FlexiLed_SM_prism_RAL9016_lp.jpg,FLEXILED 4SM17S/A840WH9016MP1200/150,LED-Anbauleuchte 4000K 20W statisch Mikroprisma
824,113011,2.8777291763310,324,1001,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 68 S/A 830 WH9016 OP,LED-Pendelleuchte 3000K 68W statisch opalweisser Diffusor
825,113050,2.3122044,189.8,594,images/FlexiLed_SM_louvre_asym_RAL9016.png,FLEXILED 4SM30A/M840WH9016LM1200/150,LED-Anbauleuchte 4000K 26W statisch Spiegelraster
826,113007,2.8777291766410,333,1028,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 68 S/A 840 WH9016 DALI OP,LED-Pendelleuchte 4000K 68W DALI opalweisser Diffusor
827,113025,2.8777491483410,315,972,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 43 S/B 840 WH9016 OP,LED-Pendelleuchte 4000K 44W statisch opalweisser Diffusor d+i
2290,122563,2.3117914,259.9,809,images/pl764_plus_prisma_RAL9005_lp.jpg,SL764+ PL XL 52 S/D 840 BK9005 MP,LED-Pendelleuchte 4000K 59W statisch Mikroprisma d+i
833,113018,2.8777461486310,348,1074,images/flpl777_round_prism_RAL9016.jpg,FL R 777 PL 43 S/B 830 WH9016 DALI MP,LED-Pendelleuchte 3000K 44W DALI Mikroprisma d+i
834,113258,2.3117933,142.5,450,images/al764_plus_opal_cover_lp.jpg,SL764+ SM M 17 S/A 840 GREV1 DALI OP,LED-Anbauleuchte 4000K 19W DALI opalweißer Diffusor
835,113030,2.3122226,133.25,421,images/FlexiLed_RE_louvre_white_RAL9016_lp.jpg,FLEXILED 4RE23S/A840WH9016LM1200/150,LED-Einbauleuchte 4000K 26W statisch Spiegelraster
836,113433,2.8629461546418,162.75,511,images/pllb629_prisma_RAL9016_lp.jpg,SL629LED CP M 49 S/C 840 WH9016 DALI MP,LED-Lichtband-Pendelleuchte 4000K 54W DALI Mikroprisma d+i
849,113049,2.3122560,105.15,335,images/FlexiLed_SM_opal_RAL9016.png,FLEXILED 4SM17S/A840WH9016OP1200/150,LED-Anbauleuchte 4000K 20W statisch opalweisser Diffusor
837,113059,2.3122045,235.9,735,images/FlexiLed_SM_louvre_asym_RAL9016.png,FLEXILED 5SM37A/M840WH9016LM1500/150,LED-Anbauleuchte 4000K 32W statisch Spiegelraster
838,113439,2.304090,95.5,306,images/PADO_angle_GR3_01.jpg,"PADO, Pollerleuchte",Pollerleuchte 4000K 20W statisch symmetrische extrabreite Streuoptik
839,113558,2.3118357,45.25,159,images/ImgLum_SPIDER-P-20-CLIPS-SEW-BK81_StillLife_Photo_MainAngle.png,SPIDER+ 20 65 S/W 830 BK81,LED-Scheinwerfer 3000K 51W statisch symmetrische Streuoptik
840,113440,2.304091,95.5,306,images/PADO_angle_AN3_02.jpg,"PADO, Pollerleuchte",Pollerleuchte 4000K 20W statisch symmetrische extrabreite Streuoptik
895,112649,2.3119468,915.85,2816,images/ImgLum_LASER-P-10-P-10-EXTREME-GR94_StillLife_Photo_MainAngle.png,LASER+ 10-527 A30/I 740 GR94 DALI,LED-Flutlichtleuchte 4000K 542W DALI asymmetrische gebündelte Optik
841,113598,2.3120886,256.85,799,images/pl713_RAL9005_lp.jpg,SL713+ PL RXL 61 S/C 840 BK9005 DALI MP,LED-Pendelleuchte 4000K 69W DALI Mikroprisma d+i
842,113522,2.8435184326410,99.3,317,images/eb435.jpg,EB435 RF 32 C/MW 840 WH9010 DALI RE,LED-Einbaustrahler 4000K 35W DALI runde extrabreite Streuoptik
843,113737,2.3109329,408.9,1265,images/STRIP_SQUARE_P_1284_ELL_15X45_FRONT_01_lp.jpg,STRIP SQ+ 1284 32 15x45 830 GR11 DALI,LED-Lineare Anbauleuchte 3000K 33W DALI ellipsenförmige Optik
844,113441,2.306355,100.15,320,images/PADO_1200_ANGLE_01_AN3_lp.jpg,PADO1200 18 S/EW 840 AN96,LED-Pollerleuchte 4000K 20W statisch symmetrische extrabreite Streuoptik
896,112927,2.3106121,264.8,824,images/KREOS_SR100_2x_front_01_lp.jpg,KREOS 76 SR/100 740 AN-96 RPA-2M,LED-Mastleuchte 4000K 82W mit auto. P- Strassenbeleuchtungsoptik
845,113061,2.3122046,204.05,638,images/FlexiLed_SM_louvre_asym_RAL9016.png,FLEXILED 4SM30A/M840WH9016LM1200/150DALI,LED-Anbauleuchte 4000K 26W DALI Spiegelraster
846,113438,2.304088,95.5,306,images/PADO_angle_GR3_01.jpg,"PADO, Pollerleuchte",Pollerleuchte 3000K 20W statisch symmetrische extrabreite Streuoptik
847,113021,2.8777491486410,328,1014,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 43 S/B 840 WH9016 DALI OP,LED-Pendelleuchte 4000K 44W DALI opalweisser Diffusor d+i
848,113602,2.3118124,78.35,253,images/ImgLum-INSERT-P-ZERO-POST-AN96-StillLife-Render-Main_1200x1200.png,INSERT+ ZERO POST 300 3.5 A/W 827 AN96,LED-Pollerleuchte 2700K 4W statisch asymmetrische breite Streuoptik
3348,112508,27.5104022831100200,1225.4,3480,images/rend_BLANKET.png,"BLANKET M, Pendelleuchte, L=590mm, 3000K, 950lm","BLANKET M, Pendelleuchte, Lange 590mm"
850,113429,2.304611,38.1,137,images/focus_zero_lp.jpg,FOCUS+ ZERO 10W 4000K AN96,LED-Scheinwerfer 4000K 10W statisch symmetrische extrabreite Streuoptik
851,113063,2.3122038,146.63,462,images/FlexiLed_SM_louvre_black_RAL9016.png,FLEXILED 4SM23S/A840WH9016LB1200/150DALI,LED-Anbauleuchte 4000K 26W DALI schwarzes Raster
852,113048,2.3122561,111.05,353,images/FlexiLed_SM_opal_RAL9016.png,FLEXILED 5SM22S/A840WH9016OP1500/150,LED-Anbauleuchte 4000K 24W statisch opalweisser Diffusor
853,113035,2.3122225,114.8,365,images/FlexiLed_RE_louvre_black_RAL9016_lp.jpg,FLEXILED 4RE23S/A840WH9016LB1200/150,LED-Einbauleuchte 4000K 26W statisch schwarzes Raster
3349,112510,27.5104022952200200,1205.05,3422,images/rend_BLANKET.png,"BLANKET M, Pendelleuchte, L=590mm, 5000K, 950lm","BLANKET M, Pendelleuchte, Lange 590mm"
854,113047,2.3122563,125.3,397,images/FlexiLed_SM_opal_RAL9016.png,FLEXILED 5SM22S/A840WH9016OP1500/150DALI,LED-Anbauleuchte 4000K 24W DALI opalweisser Diffusor
855,113060,2.3122047,239.2,745,images/FlexiLed_SM_louvre_asym_RAL9016.png,FLEXILED 5SM37A/M840WH9016LM1500/150DALI,LED-Anbauleuchte 4000K 32W DALI Spiegelraster
856,113531,2.8713461516410,256.85,799,images/flpl713_round_m_RAL9005.png,SL713 RM PL 45 S/C 840 WH9016 DALI MP,LED-Pendelleuchte 4000K 46W DALI Mikroprisma d+i
857,113045,2.3122554,138.3,437,images/FlexiLed_SM_prism_RAL9016_lp.jpg,FLEXILED 4SM17S/A840WH9016MP1200/150DALI,LED-Anbauleuchte 4000K 20W DALI Mikroprisma
3350,112512,27.5104042832400200,1943.7,5520,images/rend_BLANKET.png,"BLANKET XL, Pendelleuchte, L=1195, 5000K, 1900lm","BLANKET XL, Pendelleuchte"
3351,112511,27.5104042952000200,1923.35,5462,images/rend_BLANKET.png,"BLANKET XL, Pendelleuchte, L=1195, 5000K, 1900lm","BLANKET XL, Pendelleuchte"
858,113066,2.3122037,148.75,469,images/FlexiLed_SM_louvre_black_RAL9016.png,FLEXILED 5SM28S/A840WH9016LB1500/150,LED-Anbauleuchte 4000K 32W statisch schwarzes Raster
859,113044,2.3122555,147.9,466,images/FlexiLed_SM_prism_RAL9016_lp.jpg,FLEXILED 5SM22S/A840WH9016MP1500/150DALI,LED-Anbauleuchte 4000K 24W DALI Mikroprisma
860,113821,2.3120880,227.5,710,images/pl713_RAL9005_lp.jpg,SL713+ PL RL 48 S/C 840 BK9005 MP,LED-Pendelleuchte 4000K 53W statisch Mikroprisma d+i
861,113036,2.3122228,129.5,410,images/FlexiLed_RE_louvre_black_RAL9016_lp.jpg,FLEXILED 5RE28S/A840WH9016LB1500/150,LED-Einbauleuchte 4000K 32W statisch schwarzes Raster
3834,112236,F1000011,,295,images/rend_BAI 70 StStr_sw.png,"BAI Stromschienenstrahler, D=80, 1200lm, TW","BAI Stromschienenstrahler, 36°"
862,113019,2.3113283,232.95,726,images/PL720_PLUS_RAL9006_lp.jpg,SL720+ PL RL 33 S/C 830 GR9006 DALI MP,LED-Pendelleuchte 3000K 37W DALI Mikroprisma d+i
863,113065,2.3122036,132.8,420,images/FlexiLed_SM_louvre_black_RAL9016.png,FLEXILED 4SM23S/A840WH9016LB1200/150,LED-Anbauleuchte 4000K 26W statisch schwarzes Raster
864,113259,2.3118560,150.4,474,images/WL_RECT_1200_WH_lp.jpg,WLSMRL 34 S/B 830/840 WH87 DALI PMW,LED-Anbauleuchte 3000K 37W DALI opalweisser Diffusor d+i
865,113327,2.3121548,265.2,825,images/ImgLum_INDEX-P-860-AN96_StillLife_Render_Main_lp.jpg,INDEX+ 86 17 C/EW 830 AN96,LED-Pollerleuchte 3000K 17W statisch runde extrabreite Streuoptik
3352,113235,27.21000328901013W05,1243.55,3532,images/rend_CONE.png,"CONE L, Akustikleuchte, Durchmesser=1070, TW, 2100lm","CONE L, Pendelleuchte, geeignet für raumakustische Verbesserung"
866,113031,2.3122229,152.95,481,images/FlexiLed_RE_louvre_white_RAL9016_lp.jpg,FLEXILED 5RE28S/A840WH9016LM1500/150,LED-Einbauleuchte 4000K 32W statisch Spiegelraster
867,113015,2.8777461763310,348,1074,images/flpl777_round_prism_RAL9016.jpg,FL R 777 PL 68 S/B 830 WH9016 MP,LED-Pendelleuchte 3000K 68W statisch Mikroprisma d+i
868,113046,2.3122562,119,378,images/FlexiLed_SM_opal_RAL9016.png,FLEXILED 4SM17S/A840WH9016OP1200/150DALI,LED-Anbauleuchte 4000K 20W DALI opalweisser Diffusor
869,113470,2.3118445,57.84,190,images/ImgLum-INSERT-P-1-V-AN96-StillLife-Render-Main_1200x1200_lp.jpg,INSERT+ 1 V 3.5 A/EW 830 AN96,LED-Wandeinbauleuchte 3000K 4W statisch asymmetrische extrabreite Streuoptik
902,112720,2.3118506,86.35,278,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 28 S/A 8TW WH9016 DALI OP,LED-Einlegeleuchte 3000K 32W DALI opalweisser Diffusor
870,113513,2.8435184323410,79.2,256,images/eb435.jpg,EB435 RF 32 C/MW 840 WH9010 RE,LED-Einbaustrahler 4000K 35W statisch runde extrabreite Streuoptik
871,113475,2.302632,76.25,247,images/EKP-26-WH1.jpg,EKO+26 LED SMD 16W 4000K BIA,LED-Wand- und Deckenleuchte 4000K 16W statisch sym. extrabreite Streuoptik
872,113038,2.3122230,128.65,407,images/FlexiLed_RE_louvre_metallised_RAL9016_lp.jpg,FLEXILED 5RE28S/A840WH9016LW1500/150,LED-Einbauleuchte 4000K 32W statisch weisses Raster
873,113043,2.3122553,134.07,424,images/FlexiLed_SM_prism_RAL9016_lp.jpg,FLEXILED 5SM22S/A840WH9016MP1500/150,LED-Anbauleuchte 4000K 24W statisch Mikroprisma
3353,113241,27.21000329402023F21,1243.55,3532,images/rend_CONE.png,"CONE L, Akustikleuchte, D=1070, 4000K, 2100lm","CONE L, Pendelleuchte, geeignet für raumakustische Verbesserung"
874,113067,2.3122039,162.54,511,images/FlexiLed_SM_louvre_black_RAL9016.png,FLEXILED 5SM28S/A840WH9016LB1500/150DALI,LED-Anbauleuchte 4000K 32W DALI schwarzes Raster
875,113434,2.3107362,398.85,1234,images/TYK_P_30_ANGLE_01_lp.jpg,TYK+ 30 81 C/M 830 AN96,LED-Scheinwerfer 3000K 85W statisch runde Optik medium
876,112548,2.3108540,98.85,316,images/AS425_ANGLE_BK1_01_lp.jpg,AS425 TR 20 C/M 830 BK9005 DALI RE,LED-Stromschienenstrahler 3000K 20W statisch runde Optik medium
877,112941,2.3116321,169,528,images/flpl_333_opal_RAL9005_lp.jpg,FL R 333 PL 23 S/A 830 BK9005S DALI OP,LED-Pendelleuchte 3000K 26W DALI opalweisser Diffusor
3354,113243,27.21000428401013W19,1897.5,5389,images/rend_CONE.png,"CONE XL, Akustikleuchte, D=14000, 4000K, 3500lm","CONE XL, Pendelleuchte"
3859,114698,F1000092,3.9,12,,"EHO Konverter, 15W On/Off","EHO Konverter, 15W On/Off"
878,112940,2.3116322,169,528,images/flpl_333_opal_RAL9005_lp.jpg,FL R 333 PL 23 S/A 840 BK9005S DALI OP,LED-Pendelleuchte 4000K 26W DALI opalweisser Diffusor
879,112707,2.3117957,50.7,169,images/ImgLum_PLATO-600-MICROPRISMATIC-WH87_StillLife_Photo_MainAngle.jpg,PLATO 600 MP 20/26/31/35 940 UGR<19 PW,LED-Einbauleuchte 4000K 22/28/33/38W statisch symmetrische extrabreite Streuoptik
880,112725,2.3118511,68.75,224,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 36 S/A 830 WH9016 DALI MP,LED-Einlegeleuchte 3000K 40W DALI Mikroprisma
881,112726,2.3118515,88.85,285,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 28 S/A 8TW WH9016 DALI MP,LED-Einlegeleuchte 3000K 31W DALI Mikroprisma
3355,113242,27.21000429902023F20,1897.5,5389,images/rend_CONE.png,"CONE XL, Akustikleuchte, D=14000, TW, 3500lm","CONE XL, Pendelleuchte"
882,112958,2.8555291513410,200,622,images/flpl555round_opal_lp.jpg,FL R 555 PL 45 S/A 840 WH9016 OP,LED-Pendelleuchte 4000K 50W statisch opalweisser Diffusor
883,112957,2.8555291513310,200,622,images/flpl555round_opal_lp.jpg,FL R 555 PL 45 S/A 830 WH9016 OP,LED-Pendelleuchte 3000K 50W statisch opalweisser Diffusor
884,112705,2.3116609,39,140,images/ImgLum_PLATO-600-MICROPRISMATIC-WH87_StillLife_Photo_MainAngle.jpg,PLATO 600 MP 28.5 930 UGR<19,LED-Einbauleuchte 3000K 32W statisch symmetrische extrabreite Streuoptik
885,112727,2.3107285,98.85,316,images/TYK_10.png,TYK+ 10 6 C/I 927 AN96,LED-Scheinwerfer 2700K 7W statisch runde gebündelte Optik
2376,122649,2.3109605,175.25,550,images/pl787_plus_opal_cover_lp.jpg,SL787+ PL M 9 S/A 830 GREV1 OP,LED-Pendelleuchte 3000K 10W statisch opalweisser Diffusor
886,112724,2.3118513,73.75,239,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 36 S/A 930 WH9016 DALI MP,LED-Einlegeleuchte 3000K 40W DALI Mikroprisma
887,112670,2.305101,132,417,images/FOCUS_p_1_CI_AN3_front_01.jpg,FOCUS+1 18W C/I 3000K AN96 DALI,LED-Scheinwerfer 3000K 18W DALI runde gebündelte Optik
888,112706,2.3116610,39,140,images/ImgLum_PLATO-600-MICROPRISMATIC-WH87_StillLife_Photo_MainAngle.jpg,PLATO 600 MP 28.5 940 UGR<19,LED-Einbauleuchte 4000K 32W statisch symmetrische extrabreite Streuoptik
889,112959,2.8555261516410,231,716,images/flpl555round_prisma_lp.jpg,FL R 555 PL 45 S/A 840 WH9016 DALI MP,LED-Pendelleuchte 4000K 50W DALI Mikroprisma
3356,113087,27.21440129302002a14,584.65,1660,images/rend_CONE_PET.png,"CONE PET M, Akustikleuchte, Durchmesser 750 mm, 3000K, 1050lm","CONE PET M, Pendelleuchte für akustische Anwendungen"
890,112956,2.8555291516410,217,673,images/flpl555round_opal_lp.jpg,FL R 555 PL 45 S/A 840 WH9016 DALI OP,LED-Pendelleuchte 4000K 50W DALI opalweisser Diffusor
891,112960,2.8555261513310,217,673,images/flpl555round_prisma_lp.jpg,FL R 555 PL 45 S/A 830 WH9016 MP,LED-Pendelleuchte 3000K 50W statisch Mikroprisma
892,112494,2.3112993,51.8,172,images/PIASTRA_FR_MIMIK10_POST_GR94_lp.jpg,PIASTRA FR MIMIK10 POST GR94,Sockel FR MIMIK10 POST
893,113006,2.8777291766310,333,1028,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 68 S/A 830 WH9016 DALI OP,LED-Pendelleuchte 3000K 68W DALI opalweisser Diffusor
894,112733,2.3116613,56.6,187,images/ImgLum_PLATO-1200X300-WH-RAL9010_StillLife_Closeup_Photo_MainAngle.jpg,PLATO 1200 MP 28.5 930 UGR<19,LED-Einbauleuchte 3000K 32W statisch symmetrische extrabreite Streuoptik
3357,113086,27.21440129401002a10,584.65,1660,images/rend_CONE_PET.png,"CONE PET M, Akustikleuchte, Durchmesser 750 mm, 4000K, 1050lm","CONE PET M, Pendelleuchte für akustische Anwendungen"
897,112732,2.3116614,56.6,187,images/ImgLum_PLATO-1200X300-WH-RAL9010_StillLife_Closeup_Photo_MainAngle.jpg,PLATO 1200 MP 28.5 940 UGR<19,LED-Einbauleuchte 4000K 32W statisch symmetrische extrabreite Streuoptik
898,112443,2.3108201,42.35,150,images/MULTI_P_35_BK_ANGLE_03_lp.jpg,"MULTI+35 4,5 S/EW 840 BK81",LED-Wandleuchte 4000K 6W statisch symmetrische extrabreite Streuoptik
899,112429,2.304211,174.3,547,images/MULTI_P_40_FRONT_01_lp.jpg,MULTI+ 40 PC LED 27W SMART HF 4K WH87,LED-Wand- und Deckenleuchte 4000K 28W statisch sym. extrabreite Streuoptik
900,112928,2.3112991,25.9,105,images/PIASTRA_HU_MIMIK10_POST_GR94_lp.jpg,PIASTRA HU MIMIK10 POST GR94,Sockel HU MIMIK10 POST
901,112939,2.8333291263410,155,484,images/flpl333round_opal_lp.jpg,FL R 333 PL 23 S/A 840 WH9016 OP,LED-Pendelleuchte 4000K 26W statisch opalweisser Diffusor
3957,125110,2.3111279,18.6,82,images/A_P_DALI_device_lp.jpg,DALI CONVERTER A+,DALI Konverter
903,112493,2.3112995,112.3,357,images/MIMIK_10_POST_1000_GR3_angle_01_lp.jpg,MIMIK10POST 1000 NO-F 8 CP/T3 730GR94,LED-Pollerleuchte 3000K 10W statisch Optik Fuss- und Radweg Type 3
904,112742,2.310776,10.1,56,images/OTR_9000_KIT2_X_BK.jpg,"OTR SUSP KIT 1,5M CABLE 9000-KIT2-1,5-B","Befestigungsbügel für Raumdecke Spanner mit Verschraubung 1,5m"
905,112731,2.3116612,49.85,173,images/ImgLum_PLATO-1200X300-WH-RAL9010_StillLife_Closeup_Photo_MainAngle.jpg,PLATO 1200 MP 28.5 840 UGR<19,LED-Einbauleuchte 4000K 32W statisch symmetrische extrabreite Streuoptik
906,112435,2.304138,196.9,616,images/MULTI_P_40_FRONT_01_lp.jpg,"MULTI+ 40 PC LED 19,5W EM/3P 3K WH87",LED-Wand- und Deckenleuchte 3000K 24W statisch NL sym. extrabreite Streuoptik
907,112722,2.3118509,55.3,183,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 20/25/30/36 930 WH9016 MP PW,LED-Einlegeleuchte 3000K 40W statisch Mikroprisma
908,112434,2.304140,95.5,306,images/MULTI_P_40_FRONT_01_lp.jpg,"MULTI+ 40 PC LED 19,5W 3K WH87",LED-Wand- und Deckenleuchte 3000K 24W statisch sym. extrabreite Streuoptik
909,112427,2.304208,129.05,408,images/MULTI_P_40_FRONT_01_lp.jpg,MULTI+ 40 PC LED 27W SMART DA 3K WH87,LED-Wand- und Deckenleuchte 3000K 28W statisch sym. extrabreite Streuoptik
910,112442,2.3100038,75.4,244,images/MULTI_P_35_ANGLE_02_A_lp.jpg,"MULTI+35 4,5 S/EW 840 WH87 SE",LED-Wandleuchte 4000K 6W statisch symmetrische extrabreite Streuoptik
931,112994,2.8777261483410,328,1014,images/flpl777_round_prism_RAL9016.jpg,FL R 777 PL 43 S/A 840 WH9016 MP,LED-Pendelleuchte 4000K 44W statisch Mikroprisma
911,112428,2.304129,124.05,393,images/MULTI_P_40_FRONT_01_lp.jpg,MULTI+ 40 PC LED 27W 4K DIMM 1-10V WH87,LED-Wand- und Deckenleuchte 4000K 28W dimmbar 1-10V sym. extrabreite Streuoptik
912,112524,2.8629461543418,138.5,437,images/pllb629_prisma_RAL9016_lp.jpg,SL629LED CP M 49 S/C 840 WH9016 MP,LED-Lichtband-Pendelleuchte 4000K 54W statisch Mikroprisma d+i
913,112955,2.8555461513410,231,716,images/flpl555round_prisma_lp.jpg,FL R 555 PL 45 S/B 840 WH9016 MP,LED-Pendelleuchte 4000K 50W statisch Mikroprisma d+i
914,112721,2.3118510,55.3,183,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 20/25/30/36 940 WH9016 MP PW,LED-Einlegeleuchte 4000K 40W statisch Mikroprisma
932,112723,2.3118507,50.7,169,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 20/25/30/36 830 WH9016 MP PW,LED-Einlegeleuchte 3000K 40W statisch Mikroprisma
915,112444,2.306705,42.35,150,images/MULTI_p_35_angle_03.jpg,"MULTI+35 4,5 S/EW 830 WH87 ",LED-Wandleuchte 3000K 6W statisch symmetrische extrabreite Streuoptik
916,112935,2.8333261263410,165,514,images/flpl333round_prisma_lp.jpg,FL R 333 PL 23 S/A 840 WH9016 MP,LED-Pendelleuchte 4000K 26W statisch Mikroprisma
917,112978,2.3116333,343,1058,images/flpl_777_opal_RAL9005_lp.jpg,FL R 777 PL 68 S/B 830 BK9005S DALI OP,LED-Pendelleuchte 3000K 69W DALI opalweisser Diffusor d+i
918,112436,2.304139,196.9,616,images/MULTI_P_40_FRONT_01_lp.jpg,"MULTI+ 40 PC LED 19,5W EM/3P 4K WH87",LED-Wand- und Deckenleuchte 4000K 24W statisch NL sym. extrabreite Streuoptik
3358,113089,27.21440229301002a07,584.65,1660,images/rend_CONE_PET.png,"CONE PET L, Akustikleuchte, D=1000, 3000K, 1050lm","CONE PET L, Pendelleuchte"
919,112954,2.8555461516310,248,768,images/flpl555round_prisma_lp.jpg,FL R 555 PL 45 S/B 830 WH9016 DALI MP,LED-Pendelleuchte 3000K 50W DALI Mikroprisma d+i
920,112952,2.3116328,217,673,images/flpl_555_opal_RAL9005_lp.jpg,FL R 555 PL 45 S/B 840 BK9005S OP,LED-Pendelleuchte 4000K 50W statisch opalweisser Diffusor d+i
921,112876,2.3115938,343.55,1065,images/PL720_PLUS_RAL9006_lp.jpg,SL720+ PL RL 48 S/C 840 GR9006 SEIR MP,LED-Pendelleuchte 4000K 53W DALI Mikroprisma d+i
922,112987,2.3116332,328,1014,images/flpl_777_opal_RAL9005_lp.jpg,FL R 777 PL 68 S/B 840 BK9005S OP,LED-Pendelleuchte 4000K 69W statisch opalweisser Diffusor d+i
3359,113088,27.21440229404002a01,584.65,1660,images/rend_CONE_PET.png,"CONE PET L, Akustikleuchte, D=1000, 4000K, 1050lm","CONE PET L, Pendelleuchte"
923,112865,2.8333261263310,165,514,images/flpl333round_prisma_lp.jpg,FL R 333 PL 23 S/A 830 WH9016 MP,LED-Pendelleuchte 3000K 26W statisch Mikroprisma
924,112535,2.8433184193314,52.85,175,images/eb433.jpg,EB433 RF 18 C/MW 830 WH9010 RE,LED-Einbaustrahler 3000K 20W statisch runde extrabreite Streuoptik
925,112988,2.3116331,328,1014,images/flpl_777_opal_RAL9005_lp.jpg,FL R 777 PL 68 S/B 830 BK9005S OP,LED-Pendelleuchte 3000K 69W statisch opalweisser Diffusor d+i
926,112828,2.8425463173380,71.65,233,images/as425_RAL9005.jpg,AS425 TR 18 C/M 830 BK9005 RE,LED-Stromschienenstrahler 3000K 20W statisch runde Optik medium
3360,113091,27.21440329301002a02,584.65,1660,images/rend_CONE_PET.png,"CONE PET XL, Akustikleuchte, Durchmesser=1100, 3000K, 1050lm","CONE PET XL, Pendelleuchte mit Durchmesser 1100mm und Lichtstärke 1050lm bei 3000K"
927,112445,2.3100037,75.4,244,images/MULTI_P_35_ANGLE_02_A_lp.jpg,"MULTI+35 4,5 S/EW 830 WH87 SE",LED-Wandleuchte 3000K 6W statisch symmetrische extrabreite Streuoptik
928,112930,2.002031,44.45,157,images/NKP-27-P_GR3_lp.jpg,NIKKO+ 27 1X100W GR/MET,Wandleuchte 1x100W A60 symmetrische extrabreite Streuoptik
929,112715,2.3117954,46.5,163,images/ImgLum_PLATO-600-MICROPRISMATIC-WH87_StillLife_Photo_MainAngle.jpg,PLATO 600 MP 20/26/31/35 830 UGR<19 PW,LED-Einbauleuchte 3000K 22/28/33/38W statisch symmetrische extrabreite Streuoptik
930,112838,2.305098,109.8,349,images/FOCUS_p_1_AM_AN3_front_01.jpg,FOCUS+1 18W A10/M 4000K AN96,LED-Scheinwerfer 4000K 18W statisch asymmetrische mittlere Optik
3865,113028,F1000017,43,165,images/rend_JIP_300_ws.png,"JIP Wand- und Deckenleuchte, D=300, 2400lm",JIP Wand- und Deckenleuchte
933,113003,2.8777261486310,343,1058,images/flpl777_round_prism_RAL9016.jpg,FL R 777 PL 43 S/A 830 WH9016 DALI MP,LED-Pendelleuchte 3000K 44W DALI Mikroprisma
934,112438,2.306141,129.05,408,images/MULTI_p_35_angle_03.jpg,MULTI+35 9 S/EW 830 WH87 EM1P,"LED-Wandleuchte 3000K 10,5W statisch Notlicht 1h sym. extrabreite Streuoptik"
935,112729,2.3118503,50.7,169,images/plato_square_il_625_opal_cover_lp.jpg,PLATO625ILQ 20/25/30/36 940 WH9016 OP PW,LED-Einlegeleuchte 4000K 41W statisch opalweisser Diffusor
936,112961,2.8555261513410,217,673,images/flpl555round_prisma_lp.jpg,FL R 555 PL 45 S/A 840 WH9016 MP,LED-Pendelleuchte 4000K 50W statisch Mikroprisma
937,112431,2.304209,129.05,408,images/MULTI_P_40_FRONT_01_lp.jpg,MULTI+ 40 PC LED 27W SMART DA 4K WH87,LED-Wand- und Deckenleuchte 4000K 28W statisch sym. extrabreite Streuoptik
938,112439,2.306142,43.2,153,images/MULTI_p_35_angle_03.jpg,MULTI+35 9 S/EW 840 WH87,"LED-Wandleuchte 4000K 10,5W statisch symmetrische extrabreite Streuoptik"
939,113005,2.8777291486410,324,1001,images/flpl777_round_opal_RAL9016.jpg,FL R 777 PL 43 S/A 840 WH9016 DALI OP,LED-Pendelleuchte 4000K 44W DALI opalweisser Diffusor
940,112440,2.306144,129.05,408,images/MULTI_p_35_angle_03.jpg,MULTI+35 9 S/EW 840 WH87 EM1P,"LED-Wandleuchte 4000K 10,5W statisch Notlicht 1h sym. extrabreite Streuoptik"
