name,manufacturer,category,family,price_chf,wattage,kelvin,inside,outside,mounting,luminaire_types,image_url,product_id,source_article_id,source_article_number,kelvin_values,source_l_number,source_version,memory_type,lambda,style,mood,finish
WIN PRO + 30 130 A35/W 730 GR94 RPA,Performance In Lighting - Italy,,,858.0,130.0,3000.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_WIN-PRO-P-30-96LED-AW-GR94_StillLife_Photo_MainAngle_1200x1200.png,article_1103,1103,2.3116112,3000,108203,1,hard,0.01,minimalist,ambient,white
WIN PRO + 30 250 A35/W 740 GR94 RPA,Performance In Lighting - Italy,,,1155.0,250.0,4000.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_WIN-PRO-P-30-96LED-AW-GR94_StillLife_Photo_MainAngle_1200x1200.png,article_1104,1104,2.3116185,4000,108193,1,hard,0.01,minimalist,focused,white
WIN PRO + 30 250 A35/W 730 GR94 RPA,Performance In Lighting - Italy,,,1155.0,250.0,3000.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_WIN-PRO-P-30-96LED-AW-GR94_StillLife_Photo_MainAngle_1200x1200.png,article_1105,1105,2.3116184,3000,108194,1,hard,0.01,minimalist,ambient,white
WIN PRO + 30 190 A35/W 757 GR94 DALI,Performance In Lighting - Italy,,,1087.0,190.0,5700.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_WIN-PRO-P-30-96LED-AW-GR94_StillLife_Photo_MainAngle_1200x1200.png,article_1106,1106,2.3116147,5700,108184,1,hard,0.01,minimalist,focused,white
WIN PRO + 30 190 A35/W 757 GR94 RPA,Performance In Lighting - Italy,,,1060.0,190.0,5700.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_WIN-PRO-P-30-96LED-AW-GR94_StillLife_Photo_MainAngle_1200x1200.png,article_1107,1107,2.3116150,5700,108196,1,hard,0.01,minimalist,focused,white
ADATT. TESTAPALO D.60MM SPILLO MINI,Performance In Lighting - Italy,,,71.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/SPILLO_FA_02.jpg,article_1108,1108,2.310416,,108285,1,hard,0.01,minimalist,ambient,white
OTR CEILING BASE 9000/BP-D-W,Performance In Lighting - Italy,,,89.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/OTR_S_9000_BP_D_WH.jpg,article_1109,1109,2.310845,,108290,1,hard,0.01,minimalist,ambient,white
SL720+ PL RL 33 S/C 840 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,SL720+,726.0,37.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/PL720_PLUS_RAL9016_lp.jpg,article_1110,1110,2.3113280,4000,108234,1,hard,0.01,minimalist,focused,white
INSERT+ ZERO CLIP 4.5 830  AN96,Performance In Lighting - Italy,Wandeinbauleuchte,Insert+,157.0,5.0,3000.0,True,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/INSERT_P_ZERO_CLIP_front_AN-96_01_lp.jpg,article_1111,1111,2.3100066,3000,108319,2,hard,0.01,minimalist,ambient,white
INSERT+ ZERO CLIP 4.5 830  WH87,Performance In Lighting - Italy,Wandeinbauleuchte,Insert+,157.0,5.0,3000.0,True,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/INSERT_Plus_0_CLIP_front_WH_01.jpg,article_1112,1112,2.3100062,3000,108281,2,hard,0.01,minimalist,ambient,white
SL629LED CP L 62 S/C 840 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,SL629,578.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/pllb629_prisma_RAL9016_lp.jpg,article_1113,1113,2.8629461786418,4000,108225,1,hard,0.01,minimalist,focused,white
EB434 RF 24 C/MW 830 WH9010 DALI RE,Performance In Lighting - Italy,,,288.0,27.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb434.jpg,article_1114,1114,2.8434184256310,3000,108286,1,hard,0.01,minimalist,ambient,white
QUASAR 30 LED-32W 4K BI AN96,Performance In Lighting - Italy,,,417.0,32.0,4000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/Quasar_30_FP_01_AN3.jpg,article_1115,1115,2.303563,4000,108320,1,hard,0.01,minimalist,focused,white
"MULTI+35 4,5 S/EW 830 BK81",Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+,150.0,6.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_35_BK_ANGLE_03_lp.jpg,article_1116,1116,2.3109459,3000,108222,1,hard,0.01,minimalist,ambient,white
KHA 9/I-LED 1X19W 4K-04-ETRC,Performance In Lighting - Italy,,,1028.0,19.0,4000.0,False,True,,bollard_luminaire,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/kha9_04.jpg,article_1117,1117,2.06063004,4000,108326,1,hard,0.01,minimalist,focused,white
ACRO+ EQ236 S/EW 840 DIP,Performance In Lighting - Italy,Technische Leuchte,Acro+,165.0,39.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_2x_angle_01_lp.jpg,article_1118,1118,2.3109254,4000,108230,1,hard,0.01,minimalist,focused,white
ACRO PRO EQ236PC S/EW 840 CL PW,Performance In Lighting - Italy,Technische Leuchte,Acro Pro,169.0,31.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_PRO_lp.jpg,article_1119,1119,2.3114691,4000,108218,1,hard,0.01,minimalist,focused,white
ACRO PRO EQ236PC S/EW 840 EM1 CL PW,Performance In Lighting - Italy,Technische Leuchte,Acro Pro,307.0,31.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_PRO_lp.jpg,article_1120,1120,2.3114693,4000,108219,1,hard,0.01,minimalist,focused,white
QUASAR 60M 16.5 A7/EW 840 AN96,Performance In Lighting - Italy,,,408.0,19.0,4000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/QUASAR_60.angle_02.jpg,article_1121,1121,2.3100822,4000,108324,1,hard,0.01,minimalist,focused,white
"MIMIK 20 FLAT MONO 13,5W 3000K AN96",Performance In Lighting - Italy,Wandleuchte,Mimik,291.0,13.5,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MIMIK20_AN3_front_01_lp.jpg,article_1122,1122,2.303747,3000,108249,1,hard,0.01,minimalist,ambient,white
"MULTI+ 30 PC LED 9,5W EM/3P 3K WH87",Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,399.0,14.0,3000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_1123,1123,2.304172,3000,108240,2,hard,0.01,minimalist,ambient,white
WIN PRO + 30 190 A35/W 757 GR94,Performance In Lighting - Italy,,,952.0,190.0,5700.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_WIN-PRO-P-30-96LED-AW-GR94_StillLife_Photo_MainAngle_1200x1200.png,article_1124,1124,2.3116144,5700,108207,1,hard,0.01,minimalist,focused,white
WIN PRO + 30 190 A35/W 740 GR94,Performance In Lighting - Italy,,,952.0,190.0,4000.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_WIN-PRO-P-30-96LED-AW-GR94_StillLife_Photo_MainAngle_1200x1200.png,article_1125,1125,2.3116143,4000,108208,1,hard,0.01,minimalist,focused,white
FL R 777 PL 68 S/B 840 BK9005S DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,1058.0,69.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flpl_777_opal_RAL9005_lp.jpg,article_1126,1126,2.3116334,4000,112420,1,hard,0.01,minimalist,focused,white
PLATO625ILQ 36 S/A 940 WH9016 DALI OP,Performance In Lighting - Italy,Einbauleuchte,Plato 625,225.0,41.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/plato_square_il_625_opal_cover_lp.jpg,article_1127,1127,2.3118505,4000,112417,1,hard,0.01,minimalist,focused,white
MULTI+ 30 PC LED 16W HF 4K BK81,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,197.0,16.0,4000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_BK_ANGLE_03_lp.jpg,article_1128,1128,2.30416990100,4000,112402,2,hard,0.01,minimalist,focused,white
MULTI+ 40 PC LED 27W SMART HF 3K WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,MULTI+ 40,547.0,28.0,3000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_40_FRONT_01_lp.jpg,article_1129,1129,2.304210,3000,112426,1,hard,0.01,minimalist,ambient,white
MULTI+ 30 PC LED 16W 3K DIMM 1-10V WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,214.0,16.0,3000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_1130,1130,2.304162,3000,112399,2,hard,0.01,minimalist,ambient,white
MULTI+ 30 PC LED 16W SMART DA 4K WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,229.0,16.0,4000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_1131,1131,2.304205,4000,112423,2,hard,0.01,minimalist,focused,white
MULTI+ 40 PC LED 27W 3K DIMM 1-10V WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,MULTI+ 40,393.0,28.0,3000.0,True,True,"ceiling, wall",outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_40_FRONT_01_lp.jpg,article_1132,1132,2.304128,3000,112425,1,hard,0.01,minimalist,ambient,white
MULTI+ 30 PC LED 16W SMART DA 3K WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,229.0,16.0,3000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_1133,1133,2.304204,3000,112424,2,hard,0.01,minimalist,ambient,white
MULTI+ 30 PC LED 16W SMART HF 4K WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,260.0,16.0,4000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_1134,1134,2.304207,4000,112401,2,hard,0.01,minimalist,focused,white
MULTI+ 30 PC LED 16W SMART HF 3K WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,260.0,16.0,3000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_1135,1135,2.304206,3000,112400,2,hard,0.01,minimalist,ambient,white
A0372-FLANGIA+TIRAFONDI KHA SLIM,Performance In Lighting - Italy,,,59.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/KHA_SLIM_FAS_A0372_01.jpg,article_1136,1136,2.14071320,,108391,1,hard,0.01,minimalist,ambient,white
KIT STAFFA EXTRA ROTAZIONE TYK+10,Performance In Lighting - Italy,,,63.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgAcc_SURFACE-BRACKET-EXTRA-ROTATION-INOX-TYK-P-10_StillLife_Render_lp.jpg,article_1137,1137,2.3108556,,108450,1,hard,0.01,minimalist,ambient,white
A0347-94 STAFFA LUNGA WIN 02,Performance In Lighting - Italy,,,37.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/WIN_p_bracket _FAS_03_lp.jpg,article_1138,1138,2.14057394,,108379,1,hard,0.01,minimalist,ambient,white
STRIP SQ+ 1284 32 15x45 830 GR11,Performance In Lighting - Italy,Wandleuchte,Strip Square,1188.0,33.0,3000.0,False,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/STRIP_SQUARE_P_1284_ELL_15X45_FRONT_01_lp.jpg,article_1139,1139,2.3109297,3000,108339,1,hard,0.01,minimalist,ambient,white
AS425 TR 20 C/M 830 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS425,316.0,20.0,3000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS425_ANGLE_WH1_01_lp.jpg,article_1140,1140,2.3108538,3000,108333,1,hard,0.01,minimalist,ambient,white
SHIELD+2EXTREME-40°72 A/EW 830 AN96 DALI,Performance In Lighting - Italy,,,635.0,79.0,3000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/SHIELD_P_2_AN_angle_01_lp.jpg,article_1141,1141,2.3106334,3000,108455,1,hard,0.01,minimalist,ambient,white
SL629LED PL L 69 S/C 940 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,SL629,630.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/pl629_prisma_RAL9016_lp.jpg,article_1142,1142,2.3112453,4000,108456,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/IW 840 WH9010 DALI RE,Performance In Lighting - Italy,Einbauspot,EB433,256.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433.jpg,article_1143,1143,2.8433174196414,4000,108490,1,hard,0.01,minimalist,focused,white
FL R 555 PL 45 S/B 840 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,673.0,50.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flpl555round_opal_lp.jpg,article_1144,1144,2.8555491513410,4000,108337,1,hard,0.01,minimalist,focused,white
CLY 15 S/EW 830/40 WH87 DLS DETEK,Performance In Lighting - Italy,Wand- und Deckenleuchte,CLY,150.0,17.0,3000.0,True,True,"ceiling, wall",outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/IMGLUM_CLY-WH87_STILLLIFE_PHOTO_MAIN.JPG,article_1145,1145,2.3116566,"3000, 4000",108466,1,hard,0.01,minimalist,ambient,white
CLY 15 S/EW 830/40 WH87 EM3 DLS DETEK,Performance In Lighting - Italy,Wand- und Deckenleuchte,CLY,273.0,17.0,3000.0,True,True,"ceiling, wall",outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/IMGLUM_CLY-WH87_STILLLIFE_PHOTO_MAIN.JPG,article_1146,1146,2.3116568,"3000, 4000",108468,1,hard,0.01,minimalist,ambient,white
ACRO PRO EQ258PC S/EW 840 EM1 CL PW,Performance In Lighting - Italy,Technische Leuchte,Acro Pro,323.0,42.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_PRO_lp.jpg,article_1147,1147,2.3114698,4000,108434,1,hard,0.01,minimalist,focused,white
SL720+ SM RL 24 S/B 840 WH9016 DALI MP,Performance In Lighting - Italy,Deckenleuchte,SL720+,706.0,26.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/al720_plus_RAL9016_lp.jpg,article_1148,1148,2.3114875,4000,108394,1,hard,0.01,minimalist,focused,white
CLY 15 S/EW 830/40 WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,CLY,124.0,17.0,3000.0,True,True,"ceiling, wall",outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/IMGLUM_CLY-WH87_STILLLIFE_PHOTO_MAIN.JPG,article_1149,1149,2.3116565,"3000, 4000",108465,1,hard,0.01,minimalist,ambient,white
CLY 15 S/EW 830/40 WH87 EM3,Performance In Lighting - Italy,Wand- und Deckenleuchte,CLY,242.0,17.0,3000.0,True,True,"ceiling, wall",outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/IMGLUM_CLY-WH87_STILLLIFE_PHOTO_MAIN.JPG,article_1150,1150,2.3116567,"3000, 4000",108467,1,hard,0.01,minimalist,ambient,white
MIMIK 10 B C/I20 + C/I20 10W 3000K AN96,Performance In Lighting - Italy,,,338.0,10.0,3000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MIMIK_10_AN3_front_lp.jpg,article_1151,1151,2.304859,3000,108459,1,hard,0.01,minimalist,ambient,white
KHA SLIM LED 93/AL 13W 3K-96-ETRC,Performance In Lighting - Italy,,,737.0,13.0,3000.0,False,True,,bollard_luminaire,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/kha_slim_H93_96_lp.jpg,article_1152,1152,2.06083496,3000,108390,1,hard,0.01,minimalist,ambient,white
DL ROUND MIDI 12 C/EW 930 SL10,Performance In Lighting - Italy,Einbauspot,DL Round Midi,169.0,12.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/DL_ROUND_MIDI_ANGLE_01_lp.jpg,article_1153,1153,2.3108964,3000,108470,1,hard,0.01,minimalist,ambient,white
40° ABLAGE CHIP SCHWARZ,Performance In Lighting - Italy,,,36.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/000502.jpg,article_1154,1154,2.000502,,112366,1,hard,0.01,minimalist,ambient,matte black
NIKKO+ 21 LED E.S. 10W 4000K ANTR       ,Performance In Lighting - Italy,Wandleuchte,NIKKO,173.0,10.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-21_AN3.jpg,article_1155,1155,2.301411,4000,112352,1,hard,0.01,minimalist,focused,white
NIKKO+ 21/G LED E.S. 10W 3000K GR/M     ,Performance In Lighting - Italy,Wandleuchte,NIKKO,184.0,10.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-21_G_GR3_lp.jpg,article_1156,1156,2.3016566,3000,112356,1,hard,0.01,minimalist,ambient,white
NIKKO+ 21 LED E.S. 10W 4000K GR/M       ,Performance In Lighting - Italy,Wandleuchte,NIKKO,173.0,10.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-21_GR3_lp.jpg,article_1157,1157,2.301410,4000,112351,1,hard,0.01,minimalist,focused,white
NIKKO+ 21/G LED E.S. 10W 4000K GR/M     ,Performance In Lighting - Italy,Wandleuchte,NIKKO,184.0,10.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-21_G_GR3_lp.jpg,article_1158,1158,2.301656,4000,112355,1,hard,0.01,minimalist,focused,white
NIKKO+ 21/G LED E.S. 10W 3000K ANTR     ,Performance In Lighting - Italy,Wandleuchte,NIKKO,184.0,10.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-21_G_AN3_lp.jpg,article_1159,1159,2.3016576,3000,112354,1,hard,0.01,minimalist,ambient,white
NIKKO+45/G 10LED 15W DA 4000K ANTR,Performance In Lighting - Italy,Wandleuchte,NIKKO,471.0,15.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-45_G-P_AN3.jpg,article_1160,1160,2.303120,4000,112392,1,hard,0.01,minimalist,focused,white
NIKKO+45/G 10LED 15W DA 3000K ANTR,Performance In Lighting - Italy,Wandleuchte,NIKKO,471.0,15.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-45_G-P_AN3.jpg,article_1161,1161,2.303108,3000,112389,1,hard,0.01,minimalist,ambient,white
NIKKO+45 10LED 15W DA 4000K ANTR,Performance In Lighting - Italy,Wandleuchte,NIKKO,462.0,15.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-45-P_AN3_lp.jpg,article_1162,1162,2.303116,4000,112385,1,hard,0.01,minimalist,focused,white
NIKKO+45 10LED 15W DA 4000K GR/M,Performance In Lighting - Italy,Wandleuchte,NIKKO,462.0,15.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-45-P_GR3_lp.jpg,article_1163,1163,2.303115,4000,112384,1,hard,0.01,minimalist,focused,white
NIKKO+ 21/G LED E.S. 10W 4000K ANTR     ,Performance In Lighting - Italy,Wandleuchte,NIKKO,184.0,10.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-21_G_AN3_lp.jpg,article_1164,1164,2.301657,4000,112353,1,hard,0.01,minimalist,focused,white
"NIKKO+ 27/G LED E.S. 13,5W 4000K GR/M   ",Performance In Lighting - Italy,Wandleuchte,NIKKO,233.0,13.5,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-27_G_GR3.jpg,article_1165,1165,2.301664,4000,112361,1,hard,0.01,minimalist,focused,white
"NIKKO+ 27 LED E.S. 13,5W 4000K GR/M     ",Performance In Lighting - Italy,Wandleuchte,NIKKO,206.0,13.5,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-27-P_GR3_lp.jpg,article_1166,1166,2.301414,4000,112357,1,hard,0.01,minimalist,focused,white
"NIKKO+ 27 LED E.S. 13,5W 4000K ANTR     ",Performance In Lighting - Italy,Wandleuchte,NIKKO,206.0,13.5,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-27-P_AN3_lp.jpg,article_1167,1167,2.301415,4000,112359,1,hard,0.01,minimalist,focused,white
EKO+26 72LED 16W 3000K 400MA HF ANTR,Performance In Lighting - Italy,,,276.0,18.0,3000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/EKP-26_AN3.jpg,article_1168,1168,2.303636,3000,112362,1,hard,0.01,minimalist,ambient,white
NIKKO+45/G 10LED 15W DA 3000K GR/M,Performance In Lighting - Italy,Wandleuchte,NIKKO,471.0,15.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-45_G-P_GR3.jpg,article_1169,1169,2.303107,3000,112388,1,hard,0.01,minimalist,ambient,white
NIKKO+45/G 10LED 15W DA 4000K GR/M,Performance In Lighting - Italy,Wandleuchte,NIKKO,471.0,15.0,4000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NKP-45_G-P_GR3.jpg,article_1170,1170,2.303119,4000,112387,1,hard,0.01,minimalist,focused,white
MULTI+ 30 PC LED 16W 4K DALI WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,214.0,16.0,4000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_1171,1171,2.304165,4000,112397,2,hard,0.01,minimalist,focused,white
