name,manufacturer,category,family,price_chf,wattage,kelvin,inside,outside,mounting,luminaire_types,image_url,product_id,source_article_id,source_article_number,kelvin_values,source_l_number,source_version,memory_type,lambda,style,mood,finish
FL R+ 555 PL 19 S/B 830 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,526.0,21.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9006.png,article_2728,2728,2.3123900,3000,123254,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 19 S/B 840 BK9005 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,527.0,21.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9005.png,article_2729,2729,2.3123906,4000,123255,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 19 S/B 830 BK9005 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,527.0,21.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9005.png,article_2730,2730,2.3123896,3000,123256,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 19 S/B 840 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,526.0,21.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9016.png,article_2731,2731,2.3123914,4000,123257,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 19 S/B 830 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,526.0,21.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9016.png,article_2732,2732,2.3123904,3000,123258,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 44 S/B 840 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,587.0,49.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9006.png,article_2733,2733,2.3123933,4000,123259,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 44 S/B 830 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,587.0,49.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9006.png,article_2734,2734,2.3123923,3000,123260,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 44 S/B 840 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,587.0,49.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9005.png,article_2735,2735,2.3123930,4000,123261,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 44 S/B 830 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,587.0,49.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9005.png,article_2736,2736,2.3123920,3000,123262,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 44 S/B 840 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,592.0,49.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9016.png,article_2737,2737,2.3123937,4000,123263,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 44 S/B 830 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,592.0,49.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9016.png,article_2738,2738,2.3123927,3000,123264,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 19 S/B 840 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,570.0,21.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9006.png,article_2739,2739,2.3123908,4000,123265,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 19 S/B 830 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,570.0,21.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9006.png,article_2740,2740,2.3123898,3000,123266,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 19 S/B 840 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,571.0,21.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9005.png,article_2741,2741,2.3123905,4000,123267,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 19 S/B 830 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,571.0,21.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9005.png,article_2742,2742,2.3123895,3000,123268,1,hard,0.01,minimalist,ambient,white
FL R+ 555 PL 19 S/B 840 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,578.0,21.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9016.png,article_2743,2743,2.3123912,4000,123269,1,hard,0.01,minimalist,focused,white
FL R+ 555 PL 19 S/B 830 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 555,578.0,21.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_555_opal_RAL9016.png,article_2744,2744,2.3123902,3000,123270,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 840 GR9006 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,67.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2745,2745,2.3124399,4000,123271,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 830 GR9006 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2746,2746,2.3124389,3000,123272,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 840 WH9016 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,67.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2747,2747,2.3124403,4000,123273,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 830 WH9016 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2748,2748,2.3124393,3000,123274,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 GR9006 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2749,2749,2.3124374,4000,123275,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 GR9006 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2750,2750,2.3124364,3000,123276,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 WH9016 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2751,2751,2.3124378,4000,123277,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 WH9016 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,791.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2752,2752,2.3124368,3000,123278,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 840 GR9006 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,827.0,67.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2753,2753,2.3124397,4000,123279,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 830 GR9006 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,827.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2754,2754,2.3124387,3000,123280,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 840 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,827.0,67.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2755,2755,2.3124401,4000,123281,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 830 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,827.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2756,2756,2.3124391,3000,123282,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 GR9006 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,799.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2757,2757,2.3124372,4000,123283,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 GR9006 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,799.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2758,2758,2.3124362,3000,123284,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,799.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2759,2759,2.3124376,4000,123285,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,799.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2760,2760,2.3124366,3000,123286,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 8TW GR9006 DT8 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,873.0,67.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2761,2761,2.3124406,"2700, 6500",123287,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 59 S/A 8TW WH9016 DT8 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,873.0,67.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2762,2762,2.3124408,"2700, 6500",123288,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 34 S/A 8TW GR9006 DT8 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,871.0,39.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9006.png,article_2763,2763,2.3124381,"2700, 6500",123289,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 34 S/A 8TW WH9016 DT8 MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,871.0,39.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_prism_RAL9016.png,article_2764,2764,2.3124383,"2700, 6500",123290,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 59 S/A 840 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2765,2765,2.3124400,4000,123303,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 840 BK9005 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2766,2766,2.3124396,4000,123304,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 840 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2767,2767,2.3124404,4000,123305,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 830 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2768,2768,2.3124390,3000,123306,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 830 BK9005 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2769,2769,2.3124386,3000,123307,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 830 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2770,2770,2.3124394,3000,123308,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2771,2771,2.3124375,4000,123309,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2772,2772,2.3124365,3000,123310,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 BK9005 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2773,2773,2.3124371,4000,123311,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 BK9005 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2774,2774,2.3124361,3000,123312,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2775,2775,2.3124379,4000,123313,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,781.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2776,2776,2.3124369,3000,123314,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 840 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,817.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2777,2777,2.3124398,4000,123315,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 840 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,817.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2778,2778,2.3124395,4000,123316,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 840 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,817.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2779,2779,2.3124402,4000,123317,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/A 830 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,817.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2780,2780,2.3124388,3000,123318,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 830 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,817.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2781,2781,2.3124385,3000,123319,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 830 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,817.0,67.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2782,2782,2.3124392,3000,123320,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,789.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2783,2783,2.3124373,4000,123321,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 GR9006 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,789.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2784,2784,2.3124363,3000,123322,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,789.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2785,2785,2.3124370,4000,123323,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 BK9005 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,789.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2786,2786,2.3124360,3000,123324,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/A 840 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,789.0,39.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2787,2787,2.3124377,4000,123325,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/A 830 WH9016 DALI OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,789.0,39.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2788,2788,2.3124367,3000,123326,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/A 8TW GR9006 DT8 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,863.0,67.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2789,2789,2.3124407,"2700, 6500",123327,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 59 S/A 8TW BK9005 DT8 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,863.0,67.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2790,2790,2.3124405,"2700, 6500",123328,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 59 S/A 8TW WH9016 DT8 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,863.0,67.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2791,2791,2.3124409,"2700, 6500",123329,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 34 S/A 8TW GR9006 DT8 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,859.0,39.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_2792,2792,2.3124382,"2700, 6500",123330,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 34 S/A 8TW BK9005 DT8 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,859.0,39.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_2793,2793,2.3124380,"2700, 6500",123331,1,hard,0.01,minimalist,cozy,white
FL R+ 777 PL 34 S/A 8TW WH9016 DT8 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,859.0,39.0,2700.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_2794,2794,2.3124384,"2700, 6500",123332,1,hard,0.01,minimalist,cozy,white
